name	category_id	channel_id	use	use_2ch	use_all
'zernike_5-5'	4	1	0	1	1
'zernike_6-0'	4	1	0	1	1
'zernike_6-2'	4	1	0	1	1
'zernike_6-4'	4	1	0	1	1
'zernike_6-6'	4	1	0	1	1
'zernike_7-1'	4	1	0	1	1
'zernike_7-3'	4	1	0	1	1
'zernike_7-5'	4	1	0	1	1
'zernike_7-7'	4	1	0	1	1
'zernike_8-0'	4	1	0	1	1
'zernike_8-2'	4	1	0	1	1
'zernike_8-4'	4	1	0	1	1
'zernike_8-6'	4	1	0	1	1
'zernike_8-8'	4	1	0	1	1
'zernike_9-1'	4	1	0	1	1
'zernike_9-3'	4	1	0	1	1
'zernike_9-5'	4	1	0	1	1
'zernike_9-7'	4	1	0	1	1
'zernike_9-9'	4	1	0	1	1
'zernike_10-0'	4	1	0	1	1
'zernike_10-2'	4	1	0	1	1
'zernike_10-4'	4	1	0	1	1
'zernike_10-6'	4	1	0	1	1
'zernike_10-8'	4	1	0	1	1
'zernike_10-10'	4	1	0	1	1
'zernike_11-1'	4	1	0	1	1
'zernike_11-3'	4	1	0	1	1
'zernike_11-5'	4	1	0	1	1
'zernike_11-7'	4	1	0	1	1
'zernike_11-9'	4	1	0	1	1
'zernike_11-11'	4	1	0	1	1
'zernike_12-0'	4	1	0	1	1
'zernike_12-2'	4	1	0	1	1
'zernike_12-4'	4	1	0	1	1
'zernike_12-6'	4	1	0	1	1
'zernike_12-8'	4	1	0	1	1
'zernike_12-10'	4	1	0	1	1
'zernike_12-12'	4	1	0	1	1
'zernike_0-0'	4	2	1	0	1
'zernike_1-1'	4	2	1	0	1
'zernike_2-0'	4	2	1	0	1
'zernike_2-2'	4	2	1	0	1
'zernike_3-1'	4	2	1	0	1
'zernike_3-3'	4	2	1	0	1
'zernike_4-0'	4	2	1	0	1
'zernike_4-2'	4	2	1	0	1
'zernike_4-4'	4	2	1	0	1
'zernike_5-1'	4	2	1	0	1
'zernike_5-3'	4	2	1	0	1
'zernike_5-5'	4	2	1	0	1
'zernike_6-0'	4	2	1	0	1
'zernike_6-2'	4	2	1	0	1
'zernike_6-4'	4	2	1	0	1
'zernike_6-6'	4	2	1	0	1
'zernike_7-1'	4	2	1	0	1
'zernike_7-3'	4	2	1	0	1
'zernike_7-5'	4	2	1	0	1
'zernike_7-7'	4	2	1	0	1
'zernike_8-0'	4	2	1	0	1
'zernike_8-2'	4	2	1	0	1
'zernike_8-4'	4	2	1	0	1
'zernike_8-6'	4	2	1	0	1
'zernike_8-8'	4	2	1	0	1
'zernike_9-1'	4	2	1	0	1
'zernike_9-3'	4	2	1	0	1
'zernike_9-5'	4	2	1	0	1
'zernike_9-7'	4	2	1	0	1
'zernike_9-9'	4	2	1	0	1
'zernike_10-0'	4	2	1	0	1
'zernike_10-2'	4	2	1	0	1
'zernike_10-4'	4	2	1	0	1
'zernike_10-6'	4	2	1	0	1
'zernike_10-8'	4	2	1	0	1
'zernike_10-10'	4	2	1	0	1
'zernike_11-1'	4	2	1	0	1
'zernike_11-3'	4	2	1	0	1
'zernike_11-5'	4	2	1	0	1
'zernike_11-7'	4	2	1	0	1
'zernike_11-9'	4	2	1	0	1
'zernike_11-11'	4	2	1	0	1
'zernike_12-0'	4	2	1	0	1
'zernike_12-2'	4	2	1	0	1
'zernike_12-4'	4	2	1	0	1
'zernike_12-6'	4	2	1	0	1
'zernike_12-8'	4	2	1	0	1
'zernike_12-10'	4	2	1	0	1
'zernike_12-12'	4	2	1	0	1
'zernike_0-0'	4	3	0	1	1
'zernike_1-1'	4	3	0	1	1
'zernike_2-0'	4	3	0	1	1
'zernike_2-2'	4	3	0	1	1
'zernike_3-1'	4	3	0	1	1
'zernike_3-3'	4	3	0	1	1
'zernike_4-0'	4	3	0	1	1
'zernike_4-2'	4	3	0	1	1
'zernike_4-4'	4	3	0	1	1
'zernike_5-1'	4	3	0	1	1
'zernike_5-3'	4	3	0	1	1
'zernike_5-5'	4	3	0	1	1
'zernike_6-0'	4	3	0	1	1
'zernike_6-2'	4	3	0	1	1
'zernike_6-4'	4	3	0	1	1
'zernike_6-6'	4	3	0	1	1
'zernike_7-1'	4	3	0	1	1
'zernike_7-3'	4	3	0	1	1
'zernike_7-5'	4	3	0	1	1
'zernike_7-7'	4	3	0	1	1
'zernike_8-0'	4	3	0	1	1
'zernike_8-2'	4	3	0	1	1
'zernike_8-4'	4	3	0	1	1
'zernike_8-6'	4	3	0	1	1
'zernike_8-8'	4	3	0	1	1
'zernike_9-1'	4	3	0	1	1
'zernike_9-3'	4	3	0	1	1
'zernike_9-5'	4	3	0	1	1
'zernike_9-7'	4	3	0	1	1
'zernike_9-9'	4	3	0	1	1
'zernike_10-0'	4	3	0	1	1
'zernike_10-2'	4	3	0	1	1
'zernike_10-4'	4	3	0	1	1
'zernike_10-6'	4	3	0	1	1
'zernike_10-8'	4	3	0	1	1
'zernike_10-10'	4	3	0	1	1
'zernike_11-1'	4	3	0	1	1
'zernike_11-3'	4	3	0	1	1
'zernike_11-5'	4	3	0	1	1
'zernike_11-7'	4	3	0	1	1
'zernike_11-9'	4	3	0	1	1
'zernike_11-11'	4	3	0	1	1
'zernike_12-0'	4	3	0	1	1
'zernike_12-2'	4	3	0	1	1
'zernike_12-4'	4	3	0	1	1
'zernike_12-6'	4	3	0	1	1
'zernike_12-8'	4	3	0	1	1
'zernike_12-10'	4	3	0	1	1
'zernike_12-12'	4	3	0	1	1
'haralick_ASM_mean'	5	1	0	1	1
'haralick_contrast_mean'	5	1	0	1	1
'haralick_correlation_mean'	5	1	0	1	1
'haralick_variance_mean'	5	1	0	1	1
'haralick_IDM_mean'	5	1	0	1	1
'haralick_sum_avg_mean'	5	1	0	1	1
'haralick_sum_var_mean'	5	1	0	1	1
'haralick_sum_entropy_mean'	5	1	0	1	1
'haralick_entropy_mean'	5	1	0	1	1
'haralick_diff_var_mean'	5	1	0	1	1
'haralick_diff_entropy_mean'	5	1	0	1	1
'haralick_meas_corr1_mean'	5	1	0	1	1
'haralick_meas_corr2_mean'	5	1	0	1	1
'haralick_ASM_stddev'	5	1	0	1	1
'haralick_contrast_stddev'	5	1	0	1	1
'haralick_correlation_stddev'	5	1	0	1	1
'haralick_variance_stddev'	5	1	0	1	1
'haralick_IDM_stddev'	5	1	0	1	1
'haralick_sum_avg_stddev'	5	1	0	1	1
'haralick_sum_var_stddev'	5	1	0	1	1
'haralick_sum_entropy_stddev'	5	1	0	1	1
'haralick_entropy_stddev'	5	1	0	1	1
'haralick_diff_var_stddev'	5	1	0	1	1
'haralick_diff_entropy_stddev'	5	1	0	1	1
'haralick_meas_corr1_stddev'	5	1	0	1	1
'haralick_meas_corr2_stddev'	5	1	0	1	1
'haralick_ASM_mean'	5	2	1	0	1
'haralick_contrast_mean'	5	2	1	0	1
'haralick_correlation_mean'	5	2	1	0	1
'haralick_variance_mean'	5	2	1	0	1
'haralick_IDM_mean'	5	2	1	0	1
'haralick_sum_avg_mean'	5	2	1	0	1
'haralick_sum_var_mean'	5	2	1	0	1
'haralick_sum_entropy_mean'	5	2	1	0	1
'haralick_entropy_mean'	5	2	1	0	1
'haralick_diff_var_mean'	5	2	1	0	1
'haralick_diff_entropy_mean'	5	2	1	0	1
'haralick_meas_corr1_mean'	5	2	1	0	1
'haralick_meas_corr2_mean'	5	2	1	0	1
'haralick_ASM_stddev'	5	2	1	0	1
'haralick_contrast_stddev'	5	2	1	0	1
'haralick_correlation_stddev'	5	2	1	0	1
'haralick_variance_stddev'	5	2	1	0	1
'haralick_IDM_stddev'	5	2	1	0	1
'haralick_sum_avg_stddev'	5	2	1	0	1
'haralick_sum_var_stddev'	5	2	1	0	1
'haralick_sum_entropy_stddev'	5	2	1	0	1
'haralick_entropy_stddev'	5	2	1	0	1
'haralick_diff_var_stddev'	5	2	1	0	1
'haralick_diff_entropy_stddev'	5	2	1	0	1
'haralick_meas_corr1_stddev'	5	2	1	0	1
'haralick_meas_corr2_stddev'	5	2	1	0	1
'haralick_ASM_mean'	5	3	0	1	1
'haralick_contrast_mean'	5	3	0	1	1
'haralick_correlation_mean'	5	3	0	1	1
'haralick_variance_mean'	5	3	0	1	1
'haralick_IDM_mean'	5	3	0	1	1
'haralick_sum_avg_mean'	5	3	0	1	1
'haralick_sum_var_mean'	5	3	0	1	1
'haralick_sum_entropy_mean'	5	3	0	1	1
'haralick_entropy_mean'	5	3	0	1	1
'haralick_diff_var_mean'	5	3	0	1	1
'haralick_diff_entropy_mean'	5	3	0	1	1
'haralick_meas_corr1_mean'	5	3	0	1	1
'haralick_meas_corr2_mean'	5	3	0	1	1
'haralick_ASM_stddev'	5	3	0	1	1
'haralick_contrast_stddev'	5	3	0	1	1
'haralick_correlation_stddev'	5	3	0	1	1
'haralick_variance_stddev'	5	3	0	1	1
'haralick_IDM_stddev'	5	3	0	1	1
'haralick_sum_avg_stddev'	5	3	0	1	1
'haralick_sum_var_stddev'	5	3	0	1	1
'haralick_sum_entropy_stddev'	5	3	0	1	1
'haralick_entropy_stddev'	5	3	0	1	1
'haralick_diff_var_stddev'	5	3	0	1	1
'haralick_diff_entropy_stddev'	5	3	0	1	1
'haralick_meas_corr1_stddev'	5	3	0	1	1
'haralick_meas_corr2_stddev'	5	3	0	1	1
'Area_N'	6	1	1	1	1
'Perimeter_N'	6	1	1	1	1
'PAR_N'	6	1	1	1	1
'BdbLWR_N'	6	1	1	1	1
'BdbFilledR_N'	6	1	1	1	1
'BdbLength_N'	6	1	1	1	1
'BdbWidth_N'	6	1	1	1	1
'MajAxisLength_N'	6	1	1	1	1
'MinAxisLength_N'	6	1	1	1	1
'AxisMajMinR_N'	6	1	1	1	1
'Solidity_N'	6	1	1	1	1
'CvxHPPR_N'	6	1	1	1	1
'EquivDiameter_N'	6	1	1	1	1
'Eccentricity_N'	6	1	1	1	1
'Area_C'	6	3	1	1	1
'Perimeter_C'	6	3	1	1	1
'PAR_C'	6	3	1	1	1
'BdbLWR_C'	6	3	1	1	1
'BdbFilledR_C'	6	3	1	1	1
'BdbLength_C'	6	3	1	1	1
'BdbWidth_C'	6	3	1	1	1
'MajAxisLength_C'	6	3	1	1	1
'MinAxisLength_C'	6	3	1	1	1
'AxisMajMinR_C'	6	3	1	1	1
'Solidity_C'	6	3	1	1	1
'CvxHPPR_C'	6	3	1	1	1
'EquivDiameter_C'	6	3	1	1	1
'Eccentricity_C'	6	3	1	1	1
'Area_NCR'	6	"[1,3]"	1	1	1
'Perimeter_NCR'	6	"[1,3]"	1	1	1
'Eccentricity_NCR'	6	"[1,3]"	1	1	1
'Solidity_NCR'	6	"[1,3]"	1	1	1
